season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,year,month,dayofweek,cnt
4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,2011,10,3,2.772588722239781
4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,2011,10,3,1.6094379124341003
4,0,10,4,0,4,1,394,0.5,0.4848,0.82,0.4627,2011,10,3,2.1972245773362196
4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,2011,10,4,2.0794415416798357
4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0.0,2011,10,0,1.9459101490553132
4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,2011,10,0,5.332718793265369
4,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,2011,10,1,5.459585514144159
4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,2011,10,2,6.118097198041348
4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,2011,10,3,5.147494476813453
4,0,10,23,0,0,0,1,0.26,0.303,0.87,0.0,2011,10,6,3.6375861597263857
4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,2011,11,1,3.091042453358316
4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,2011,11,1,6.133398042996649
4,0,11,16,0,3,1,1,0.48,0.4697,0.51,0.1045,2011,11,2,5.58724865840025
4,0,11,16,0,5,1,1,0.46,0.4545,0.36,0.3881,2011,11,4,5.673323267171493
4,0,11,22,0,5,1,1,0.34,0.303,0.46,0.5770170000000012,2011,11,4,4.7535901911063645
4,0,11,11,0,6,0,1,0.36,0.3636,0.46,0.1045,2011,11,5,5.476463551931511
4,0,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,2011,11,5,5.814130531825066
4,0,11,10,0,1,1,1,0.36,0.3485,0.93,0.1343,2011,11,0,4.820281565605037
4,0,11,9,0,2,1,1,0.36,0.3788,0.87,0.0,2011,11,1,5.2574953720277815
4,0,11,17,0,2,1,1,0.52,0.5,0.43,0.1642,2011,11,1,6.214608098422191
4,0,11,13,0,4,1,3,0.36,0.3333,0.81,0.3582,2011,11,3,4.574710978503383
4,0,11,5,1,5,0,1,0.3,0.2879,0.49,0.2537,2011,11,4,2.6390573296152584
4,0,11,14,1,5,0,1,0.38,0.3939,0.37,0.4627,2011,11,4,5.5134287461649825
4,0,11,10,0,6,0,1,0.34,0.3182,0.61,0.2836,2011,11,5,5.4510384535657
4,0,11,22,0,6,0,1,0.42,0.4242,0.47,0.2537,2011,11,5,4.77912349311153
4,0,11,0,0,811,1,1,0.56,0.5303,0.64,0.3582,2011,11,1,7.48605261786314
4,0,11,7,0,2,1,2,0.54,0.5152,0.68,0.1642,2011,11,1,5.768320995793772
4,0,11,4,0,3,1,2,0.44,0.4394,1.0,0.2239,2011,11,2,1.6094379124341003
4,0,11,22,0,3,1,3,0.42,0.4242,0.88,0.2239,2011,11,2,3.8501476017100584
4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,2011,11,4,2.3978952727983707
4,0,11,4,0,1,1,3,0.44,0.4394,1.0,0.1343,2011,11,0,1.791759469228055
4,0,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,2011,11,0,5.093750200806762
4,0,11,13,0,2,1,3,0.42,0.4242,1.0,0.0896,2011,11,1,3.295836866004329
4,0,11,14,0,3,1,1,0.42,0.4242,0.54,0.4627,2011,11,2,5.365976015021851
4,0,11,16,0,3,1,2,0.4,0.4091,0.62,0.4627,2011,11,2,5.159055299214529
4,0,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,2011,11,3,3.367295829986474
4,0,11,7,0,5,1,1,0.26,0.303,0.81,0.0,2011,11,4,3.58351893845611
4,0,11,22,0,5,1,1,0.34,0.3485,1.0,0.0896,2011,11,4,4.07753744390572
4,0,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,2011,11,1,5.5254529391317835
4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,2011,12,3,3.044522437723423
4,0,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,2011,12,4,5.25227342804663
4,0,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,2011,12,5,4.330733340286331
4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,2011,12,5,5.278114659230517
4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,2011,12,0,5.25227342804663
336,0,12,1,0,2,1,2,0.46,0.4545,0.88,0.2985,2011,12,1,2.833213344056216
4,0,12,13,0,2,1,3,0.46,0.4545,1.0,0.194,2011,12,1,4.276666119016055
4,0,12,17,0,2,1,2,0.46,0.4545,1.0,0.2239,2011,12,1,5.572154032177765
4,0,12,15,0,3,1,3,0.42,0.4242,0.94,0.2239,2011,12,2,3.4339872044851463
4,0,12,10,0,4,1,1,0.26,0.2273,0.52,0.3284,2011,12,3,4.709530201312334
4,0,12,16,0,4,1,1,0.32,0.3182,0.45,0.194,2011,12,3,5.342334251964811
4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,2011,12,4,5.247024072160486
4,0,12,20,0,5,1,1,0.3,0.3333,0.81,0.0,2011,12,4,5.017279836814924
4,0,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,2011,12,5,1.3862943611198906
4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0.0,2011,12,0,5.886104031450156
4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,2011,12,1,5.993961427306569
4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,2011,12,1,4.68213122712422
4,0,12,13,0,5,1,2,0.34,0.303,0.39,0.3582,2011,12,4,4.927253685157205
4,0,12,3,0,6,0,1,0.26,0.2576,0.6,0.194,2011,12,5,3.295836866004329
4,0,12,5,0,1,1,1,0.14,0.1667,0.93,0.1045,2011,12,0,3.091042453358316
4,0,12,19,0,1,1,2,0.36,0.3485,0.53,0.1642,2011,12,0,5.529429087511423
4,0,12,18,0,2,1,1,0.38,0.3939,0.66,0.194,2011,12,1,6.021023349349527
1,0,12,6,0,93,1,2,0.36,0.3788,0.87,0.0,2011,12,2,4.343805421853684
1,0,12,9,0,3,1,2,0.4,0.4091,0.87,0.2239,2011,12,2,5.459585514144159
1,0,12,14,0,4,1,2,0.46,0.4545,0.63,0.0,2011,12,3,5.075173815233827
1,0,12,19,0,5,1,1,0.34,0.3333,0.53,0.194,2011,12,4,4.343805421853684
1,0,12,1,0,6,0,2,0.32,0.3485,0.66,0.0,2011,12,5,2.833213344056216
1,0,12,848,0,0,0,1,0.26,0.2424,0.81,0.2537,2011,12,6,3.784189633918261
1,0,12,15,0,0,0,1,0.34,0.3333,0.61,0.194,2011,12,6,4.5217885770490405
1,0,12,21,0,0,0,1,0.3,0.303,0.56,0.1343,2011,12,6,2.995732273553991
1,0,12,13,1,1,0,1,0.38,0.3939,0.4,0.2985,2011,12,0,4.948759890378168
1,0,12,6,0,2,1,2,0.3,0.2727,0.61,0.2985,2011,12,1,3.58351893845611
1,0,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,2011,12,2,4.770684624465665
1,0,12,12,0,4,1,2,0.26,0.2727,0.56,0.1045,2011,12,3,4.875197323201151
1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,2011,12,4,5.5053315359323625
1,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,2011,12,5,4.543294782270004
1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,2011,12,5,3.6635616461296463
1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0.0,2012,1,6,4.330733340286331
1,1,1,3,0,3,1,1,0.14,0.1515,0.34,0.2836,2012,1,2,0.6931471805599453
1,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642,2012,1,4,5.488937726156687
1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.194,2012,1,5,3.044522437723423
1,1,1,4,0,0,0,1,0.32,0.303,0.49,0.2537,2012,1,6,1.9459101490553132
1,1,1,5,0,0,0,2,0.32,0.3333,0.49,0.1045,2012,1,6,1.0986122886681098
1,1,1,7,0,0,0,2,0.3,0.3333,0.52,0.0,2012,1,6,3.2188758248682006
1,1,1,8,0,1,1,2,0.22,0.2576,0.55,0.0896,2012,1,0,6.042632833682381
1,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,2012,1,2,6.214608098422191
1,1,1,23,0,3,1,3,0.34,0.3182,0.87,0.2239,2012,1,2,2.302585092994046
1,1,1,21,0,4,1,1,0.44,0.4394,0.67,0.1343,2012,1,3,5.1647859739235145
1,1,1,1,0,5,1,2,0.38,0.3939,0.76,0.2985,2012,1,4,2.5649493574615367
1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,2012,1,1,4.465908118654584
1,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,2012,1,1,5.393627546352362
1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,2012,1,2,5.176149732573829
1,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,2012,1,4,5.225746673713202
1,1,1,12,0,6,0,2,0.2,0.2121,0.8,0.1642,2012,1,5,4.219507705176107
1,1,1,14,0,6,0,3,0.2,0.197,0.8,0.194,2012,1,5,4.564348191467836
1,1,1,13,0,0,0,2,0.16,0.1818,0.8,0.1343,2012,1,6,5.298317366548036
1,1,1,0,0,1,1,2,0.18,0.2424,0.86,0.0,2012,1,0,2.995732273553991
594,1,1,5,0,1,1,2,0.2,0.2576,0.86,0.0,2012,1,0,2.995732273553991
1,1,859,22,0,1,1,2,0.26,0.2424,1.0,0.2836,2012,1,0,4.23410650459726
1,1,1,5,0,2,1,2,0.3,0.3182,1.0,0.0896,2012,1,1,3.295836866004329
1,1,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045,2012,1,3,5.10594547390058
1,1,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,2012,1,3,5.41610040220442
1,98,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,2012,1,5,4.5217885770490405
1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,2012,1,5,5.6937321388027
1,1,1,15,0,6,0,1,0.4,0.4091,0.47,0.3284,2012,1,5,6.018593214496234
1,1,1,5,0,0,0,1,0.2,0.2121,0.51,0.1343,2012,1,6,2.0794415416798357
1,1,1,7,0,2,1,1,0.88,0.2576,0.6,0.194,2012,1,1,5.634789603169249
1,1,1,11,0,2,1,1,0.4,0.4091,0.37,0.2836,2012,1,1,4.941642422609304
1,1,1,16,0,2,1,1,0.54,0.5152,0.26,0.4478,2012,1,1,5.730099782973574
1,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045,2012,2,4,4.90527477843843
1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,2012,2,0,4.762173934797756
1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,2012,2,1,4.61512051684126
1,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896,2012,2,2,0.6931471805599453
1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,2012,2,2,4.59511985013459
1,1,2,1,0,2,1,2,0.26,0.303,0.56,0.0,2012,2,1,1.9459101490553132
1,1,2,14,0,3,1,1,0.42,0.4242,0.41,0.3582,2012,2,2,4.90527477843843
1,1,2,18,0,4,1,3,0.34,0.3333,0.87,0.1343,2012,2,3,5.869296913133774
1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836,2012,2,6,3.8918202981106265
1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,2012,2,6,5.545177444479562
1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896,2012,2,0,4.143134726391533
1,1,2,18,0,2,1,1,0.38,0.3939,0.4,0.4478,2012,2,1,6.977281341630747
1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,2012,2,2,5.147494476813453
1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,2012,2,4,5.501258210544727
1,1,2,1216,0,5,1,2,0.44,0.4394,0.88,0.1045,2012,2,4,5.455321115357702
1,1,2,3,0,0,0,1,0.24,0.2273,0.41,0.194,2012,2,6,3.091042453358316
1,1,2,19,0,0,0,352,0.34,0.3333,0.34,0.1642,2012,2,6,4.969813299576001
1,1,2,23,0,1,1,1,0.42,0.4242,0.5,0.1642,2012,2,0,4.04305126783455
1,1,3,11,0,5,1,1,0.38,0.3939,0.46,0.194,2012,3,4,5.272999558563747
1,1,3,10,0,0,0,1,0.3,0.2727,0.49,0.3284,2012,3,6,5.262690188904886
1,1,3,12,0,0,0,1,0.34,0.303,0.42,0.3582,2012,3,6,5.793013608384144
1,1,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,2012,3,1,5.62040086571715
1,1,3,11,0,3,1,1,0.42,0.4242,0.38,0.2985,2012,3,2,5.087596335232384
1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,2012,3,3,5.71042701737487
1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,2012,3,4,2.0794415416798357
1,1,3,9,0,6,0,1,0.24,8.448566000000374,0.41,0.3284,2012,3,5,5.003946305945459
1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,2012,3,5,4.709530201312334
1,1,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,2012,3,6,2.0794415416798357
1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,2012,3,0,6.4692503167957724
1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,2012,3,0,5.659482215759621
1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,2012,3,1,5.501258210544727
1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,2012,3,3,2.995732273553991
1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,2012,3,4,5.556828061699537
1,1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,2012,3,0,5.003946305945459
1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,2012,3,1,2.3978952727983707
1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0.0,2012,3,1,1.3862943611198906
2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0,2012,3,2,6.659293919683638
2,1,3,194,0,4,1,1,0.52,0.5,0.83,0.0896,2012,3,3,1.9459101490553132
2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,2012,3,3,5.720311776607412
2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0.0,2012,3,4,4.564348191467836
2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537,2012,3,5,5.2832037287379885
2,1,3,2,0,0,0,3,0.42,0.4242,1.0,0.2985,2012,3,6,3.58351893845611
2,1,3,6,0,0,0,2,0.4,0.4091,1.0,0.2537,2012,3,6,2.9444389791664403
2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,2012,3,6,4.499809670330265
2,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239,2012,3,6,5.560681631015528
2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.5770170000000012,2012,3,2,1.3862943611198906
2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,2012,3,5,4.418840607796598
2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,2012,3,5,5.342334251964811
2,1,4,5,0,0,0,2,0.34,0.3485,0.81,0.0896,2012,4,6,2.9444389791664403
2,1,4,21,0,0,0,2,0.5,0.4848,0.59,0.1642,2012,4,6,4.90527477843843
2,1,4,14,0,1,1,1,0.46,0.4545,0.31,0.4179,2012,4,0,5.594711379601839
2,1,4,4,0,3,1,1,0.42,0.4242,0.67,0.0896,2012,4,2,0.6931471805599453
2,1,4,3,0,4,1,1,0.42,0.4242,0.41,0.5770170000000012,2012,4,3,1.791759469228055
2,1,4,13,0,5,1,1,0.44,0.4394,0.33,0.3284,2012,4,4,6.021023349349527
2,1,4,1,0,6,0,1,0.4,0.4091,0.28,0.2537,2012,4,5,4.248495242049359
2,1,4,9,0,6,0,1,0.4,0.4091,0.3,0.2537,2012,4,5,5.6240175061873385
2,1,4,20,0,6,0,1,0.5,0.4848,0.23170000000000002,0.2239,2012,4,5,5.342334251964811
2,1,4,3,0,2,1,1,0.36,0.3485,0.71,0.1343,2012,4,1,1.0986122886681098
2,1,4,0,0,3,1,1,0.34,0.303,0.36,0.4179,2012,4,2,3.4339872044851463
2,1,4,20,0,3,1,1,0.36,0.3333,0.46,0.3284,2012,4,2,5.4638318050256105
2,1,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,2012,4,3,6.48768401848461
2,1,4,1,0,5,1,1,0.36,0.3485,0.46,0.194,2012,4,4,3.4339872044851463
2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,2012,4,5,2.0794415416798357
2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,2012,4,6,6.045005314036012
2,1,4,14,0,3,1,3,0.44,0.4394,0.72,0.1045,2012,4,2,3.9512437185814275
2,1,4,19,0,3,1,2,0.42,0.4242,0.77,0.1343,2012,4,2,5.910796644040527
2,1,4,10,0,5,1,1,0.5,0.4848,0.77,0.194,2012,4,4,5.472270673671475
2,1,4,20,0,5,1,1,0.58,0.5455,0.56,0.1642,2012,4,4,5.834810737062605
2,1,4,5,0,6,0,1,0.5,0.4848,0.82,0.2537,2012,4,5,0.6931471805599453
2,1,4,12,0,1,1,3,0.34,0.303,0.71,0.3582,2012,4,0,4.867534450455582
2,1,4,1,0,3,1,1,0.42,0.4242,0.41,0.0,2012,4,2,3.258096538021482
2,1,4,6,0,3,1,1,0.34,0.3636,0.66,0.0,2012,4,2,4.672828834461906
2,1,4,20,0,4,1,1,0.54,0.5152,0.77,0.194,2012,4,3,5.823045895483019
2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,2012,4,4,4.795790545596741
2,1,4,3,0,6,0,1,0.34,0.3182,1.0,0.2239,2012,4,5,3.295836866004329
2,1,4,3,0,0,0,2,0.36,0.3485,0.87,0.194,2012,4,6,2.833213344056216
2,1,4,12,0,1,1,2,0.44,0.4394,0.47,0.1343,2012,4,0,5.420534999272286
2,1,5,23,0,2,1,1,0.6,0.5758,0.78,0.0,2012,5,1,4.564348191467836
2,1,5,1,0,4,1,2,0.46,0.4545,0.88,0.1045,2012,5,3,3.2188758248682006
2,1,5,12,0,4,1,1,0.56,0.5303,0.73,0.1343,2012,5,3,5.71042701737487
2,1,5,0,0,6,0,1,0.6,0.5606,0.83,0.0,2012,5,5,5.0369526024136295
2,1,5,13,0,6,0,1,0.74,0.6818,0.55,0.1343,2012,5,5,6.263398262591624
2,1,5,10,0,0,0,2,0.54,0.5152,0.77,0.1045,2012,5,6,5.811140992976701
2,1,5,21,0,1,1,2,0.54,0.5152,0.45,0.2239,2012,5,0,5.5134287461649825
2,1,5,2,0,2,1,2,0.52,0.5,0.63,0.2985,2012,5,1,2.833213344056216
2,1,5,10,0,4,1,1,0.5,0.4848,0.51,0.4179,2012,5,3,5.043425116919247
2,1,5,2,0,5,1,1,0.46,0.4545,0.44,0.1642,2012,5,4,3.4657359027997265
2,1,245,8,0,5,1,1,0.46,0.4545,0.44,0.2537,2012,5,4,6.431331081933479
2,508,5,11,0,5,1,1,0.56,0.5303,0.35,0.2537,2012,5,4,5.676753802268282
2,1,5,0,0,1,1,2,0.6,0.6212,1.0,0.2537,2012,5,0,5.556828061699537
2,1,5,19,0,1,1,3,0.58,0.5455,0.88,0.1343,2012,5,0,5.720311776607412
2,1,5,22,0,2,1,1,0.58,0.5455,0.78,0.2239,2012,5,1,4.430816798843313
2,1,5,3,0,3,1,1,0.56,0.5303,0.88,0.1045,2012,5,2,1.9459101490553132
2,1,5,19,0,0,0,1,0.66,0.6212,0.61,0.4179,2012,5,6,5.998936561946683
2,1,5,10,0,1,1,3,0.58,0.5455,0.88,0.2836,2012,5,0,4.605170185988092
2,1,5,14,0,1,1,3,0.6,0.5606,0.83,0.194,2012,5,0,5.198497031265826
2,1,5,9,0,3,771,2,0.62,0.5909,0.78,0.0,2012,5,2,5.697093486505405
2,1,5,2,0,4,1,1,0.6,0.5455,0.88,0.0,2012,5,3,2.833213344056216
2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,2012,5,3,6.6240652277998935
2,1,5,21,0,4,1,3,0.64,0.5909,0.78,0.1642,2012,5,3,5.655991810819852
2,1,5,5,0,6,0,1,0.62,0.5758,0.83,0.2537,2012,5,5,2.3978952727983707
2,1,5,13,0,6,0,1,0.76,0.7273,0.66,0.5770170000000012,2012,5,5,6.29156913955832
2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,2012,5,0,4.189654742026425
2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642,2012,5,0,2.9444389791664403
2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,2012,5,0,5.062595033026967
2,1,5,2,0,2,1,95,0.68,0.6364,0.83,0.1343,2012,5,1,2.1972245773362196
2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537,2012,5,1,5.552959584921617
2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,2012,5,1,6.267200548541362
2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,2012,5,2,6.51025834052315
2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045,2012,5,2,5.384495062789089
2,1,5,0,0,4,1,1,0.64,0.6061,0.69,0.1343,2012,5,3,4.127134385045092
2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,2012,5,3,5.7430031878094825
2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,2012,5,3,6.173786103901937
2,1,6,11,0,0,0,1,0.64,0.6212,0.41,0.2537,2012,6,6,6.238324625039508
2,1,6,19,0,0,0,1,0.68,0.6364,0.34,0.2836,2012,6,6,6.118097198041348
2,1,6,2,0,1,1,1,0.56,0.5303,0.6,0.2239,2012,6,0,2.4849066497880004
2,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478,2012,6,0,6.727431724850855
2,1,6,7,0,0,0,1,0.6,0.5758,0.78,0.1045,2012,6,6,4.143134726391533
2,1,6,7,0,1,1,1,0.64,0.5909,0.78,0.1045,2012,6,0,6.222576268071369
2,1,6,13,0,1,1,2,0.8,0.7121,0.41,0.2985,2012,6,0,5.517452896464707
2,1,6,16,0,2,1,2,0.66,0.5909,0.89,0.2836,2012,6,1,5.480638923341991
2,1,6,19,0,2,1,1,0.68,0.6364,0.83,0.194,2012,6,1,6.198478716492308
2,1,6,14,0,4,1,1,0.7,0.6515,0.54,0.2836,2012,6,3,5.700443573390687
2,1,6,67,0,5,1,1,0.58,0.5455,0.78,0.194,2012,6,4,3.9512437185814275
2,1,6,2,0,5,1,1,0.56,0.5303,0.83,0.1045,2012,6,4,2.772588722239781
2,1,6,5,0,0,0,1,0.54,0.5152,0.68,0.1343,2012,6,6,7.377133712833954
2,1,6,10,0,1,1,3,0.54,0.5152,0.88,0.1045,2012,6,0,4.5217885770490405
2,1,6,13,0,1,1,2,0.58,0.5455,0.73,0.1343,2012,6,0,5.420534999272286
2,1,6,21,0,2,1,1,0.76,0.7121,0.62,0.1642,2012,6,1,5.6240175061873385
3,1,6,1,0,5,1,1,0.76,0.7424,0.75,0.1642,2012,6,4,3.4657359027997265
3,1,6,2,0,5,1,1,0.74,0.7121,0.79,0.0,2012,6,4,2.5649493574615367
3,1,6,13,0,6,0,1,0.82,0.7273,0.34,0.194,2012,6,5,6.336825731146441
3,1,6,17,0,6,0,1,0.82,0.7121,0.26,0.2537,2012,6,5,6.274762021241939
3,1,6,1,0,0,0,2,0.68,0.6364,0.54,0.0896,2012,6,6,4.852030263919617
3,1,6,14,0,1,1,1,0.78,0.697,0.43,0.2537,2012,6,0,5.529429087511423
3,1,6,20,0,1,1,1,0.72,0.6515,0.3,0.4478,2012,6,0,6.16541785423142
3,1,6,23,0,2,1,1,0.62,0.6212,0.41,0.1343,2012,6,1,4.882801922586371
3,1,6,2,0,4,1,1,0.66,0.6212,0.5,0.0896,2012,6,3,2.6390573296152584
3,1,6,10,0,4,1,1,0.74,0.6667,0.48,0.194,2012,6,3,5.220355825078324
3,1,6,7,0,5,1,1,0.7,0.6515,0.61,0.1045,2012,6,4,5.942799375126701
3,1,6,13,0,5,1,1,0.88,0.8788,0.38,0.194,2012,6,4,5.480638923341991
3,1,6,9,0,6,0,1,0.64,0.5758,0.89,0.1642,2012,6,5,5.62040086571715
3,1,7,4,0,0,0,1,0.7,0.6667,0.79,0.194,2012,7,6,1.6094379124341003
3,1,7,6,0,2,1,1,0.7,0.6515,0.65,0.1343,2012,7,1,5.043425116919247
3,1,7,9,0,2,1,1,0.8,0.7424,0.49,0.1642,2012,7,1,5.60947179518496
3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,2012,7,2,5.0369526024136295
3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,2012,7,4,3.58351893845611
3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,2012,7,5,2.833213344056216
3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,2012,7,5,4.276666119016055
3,1,7,7,0,0,0,1,0.8,0.803,0.66,0.0,2012,7,6,3.970291913552122
3,1,7,5,0,1,913,2,0.66,0.6061,0.83,0.2239,2012,7,0,3.367295829986474
3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,2012,7,3,5.605802066295998
3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,2012,7,4,4.852030263919617
3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,2012,7,5,6.329720905522696
3,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,2012,7,6,4.875197323201151
3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5770170000000012,2012,7,0,5.958424693029782
3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0.0,2012,7,1,6.495265555937008
3,1,7,21,0,2,1,1,0.82,0.7727,0.52,0.1343,2012,7,1,5.811140992976701
3,1,7,12,0,3,1,1,0.88,0.8636,0.37,0.1343,2012,7,2,5.313205979041787
3,1,7,20,0,3,1,1,0.74,0.6818,0.62,0.0896,2012,7,2,5.905361848054571
3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,2012,7,3,5.883322388488279
3,1,7,16,0,6,0,3,0.6,0.5455,0.88,0.194,2012,7,5,5.7899601708972535
3,1,7,21,0,6,0,2,0.6,0.5455,0.88,0.1642,2012,7,5,5.099866427824199
3,1,7,21,0,1,1,1,0.76,0.7121,0.62,0.194,2012,7,0,5.6937321388027
3,1,7,4,0,0,0,1,0.64,0.6061,0.69,0.194,2012,7,6,2.6390573296152584
3,1,7,8,0,0,0,1,0.7,0.6515,0.65,0.2239,2012,7,6,4.852030263919617
3,1,7,18,0,0,0,1,0.8,0.7121,0.41,0.2985,2012,7,6,6.040254711277414
3,1,7,13,0,1,1,1,0.8,0.7424,0.49,0.1642,2012,7,0,5.424950017481403
3,1,7,8,0,2,1,1,0.7,0.6667,0.79,0.1343,2012,7,1,6.634633357861686
3,1,8,9,0,3,1,2,0.68,0.6364,0.74,0.0896,2012,8,2,5.860786223465865
3,1,8,13,0,3,1,1,0.8,0.7424,0.52,0.1642,2012,8,2,5.638354669333745
3,1,8,23,0,4,1,1,0.72,0.6818,0.7,0.2537,2012,8,3,5.181783550292085
3,1,8,0,0,5,1,1,0.72,0.6818,0.7,0.194,2012,8,4,4.276666119016055
3,1,8,11,0,0,0,1,0.82,0.7879,0.56,0.4179,2012,8,6,6.082218910376446
3,1,8,5,0,1,1,1,0.7,0.6667,0.79,0.194,2012,8,0,3.258096538021482
3,1,8,23,0,1,1,1,0.72,0.697,0.74,0.194,2012,8,0,4.736198448394496
